#mdm (GeV)     E(GeV)    dN/dE (GeV^-1)
75.0 0.5 0.007958145065398336
75.0 1.5 0.1772996432818074
75.0 2.5 0.10048156956004756
75.0 3.5 0.06173305588585017
75.0 4.5 0.04133870392390012
75.0 5.5 0.030131866825208086
75.0 6.5 0.023633769322235435
75.0 7.5 0.02022473246135553
75.0 8.5 0.017275564803804995
75.0 9.5 0.015466111771700356
75.0 10.5 0.013616587395957194
75.0 11.5 0.011487217598097503
75.0 12.5 0.009987633769322235
75.0 13.5 0.008128121284185493
75.0 14.5 0.006378537455410226
75.0 15.5 0.005518703923900119
75.0 16.5 0.004688900118906064
75.0 17.5 0.003659131985731272
75.0 18.5 0.003019280618311534
75.0 19.5 0.002449411414982164
75.0 20.5 0.0021894768133174794
75.0 21.5 0.0017295838287752674
75.0 22.5 0.0014896432818073723
75.0 23.5 0.001309690844233056
75.0 24.5 0.0010797443519619501
75.0 25.5 0.0008098097502972652
75.0 26.5 0.0005798620689655172
75.0 27.5 0.0006198513674197383
75.0 28.5 0.0004498929845422116
75.0 29.5 0.00030992627824019025
75.0 30.5 0.0002999286563614745
75.0 31.5 0.0002899310344827586
75.0 32.5 0.00019995243757431628
75.0 33.5 0.00016995957193816885
75.0 34.5 7.998097502972652e-05
75.0 35.5 6.99833531510107e-05
75.0 36.5 5.9985731272294884e-05
75.0 37.5 3.999048751486326e-05
75.0 38.5 1.999524375743163e-05
75.0 39.5 7.998097502972652e-05
75.0 40.5 4.998810939357907e-05
75.0 41.5 3.999048751486326e-05
75.0 42.5 1.999524375743163e-05
75.0 43.5 9.997621878715815e-06
75.0 44.5 9.997621878715815e-06
75.0 45.5 9.997621878715815e-06
75.0 46.5 0.0
100.0 0.5 0.006259553309422889
100.0 1.5 0.19937072057385066
100.0 2.5 0.1282497554613629
100.0 3.5 0.08306944897293772
100.0 4.5 0.05742924682099772
100.0 5.5 0.042989240299967396
100.0 6.5 0.03258917508966417
100.0 7.5 0.024799152266058038
100.0 8.5 0.019699054450603194
100.0 9.5 0.01647913270296707
100.0 10.5 0.013139060971633518
100.0 11.5 0.011649168568633845
100.0 12.5 0.00852939354417998
100.0 13.5 0.008099413107270949
